boundary,filmfest_offset,TR_offset,consensus_offset
False,1351,901,217
False,1352,901,218
False,1353,902,219
False,1354,903,220
False,1355,903,221
True,1356,904,222
False,1357,905,223
False,1358,905,224
False,1359,906,225
False,1360,907,226
False,1361,907,227
False,1362,908,228
False,1363,909,229
False,1364,909,230
False,1365,910,231
False,1366,911,232
False,1367,911,233
False,1368,912,234
False,1369,913,235
False,1370,913,236
False,1371,914,237
False,1372,915,238
True,1373,915,239
False,1374,916,240
False,1375,917,241
False,1376,917,242
False,1377,918,243
False,1378,919,244
False,1379,919,245
False,1380,920,246
False,1381,921,247
False,1382,921,248
False,1383,922,249
False,1384,923,250
False,1385,923,251
False,1386,924,252
False,1387,925,253
False,1388,925,254
False,1389,926,255
False,1390,927,256
False,1391,927,257
False,1392,928,258
True,1393,929,259
False,1394,929,260
False,1395,930,261
False,1396,931,262
False,1397,931,263
False,1398,932,264
False,1399,933,265
False,1400,933,266
False,1401,934,267
False,1402,935,268
False,1403,935,269
False,1404,936,270
False,1405,937,271
False,1406,937,272
False,1407,938,273
False,1408,939,274
False,1409,939,275
False,1410,940,276
False,1411,941,277
False,1412,941,278
False,1413,942,279
False,1414,943,280
False,1415,943,281
False,1416,944,282
False,1417,945,283
False,1418,945,284
True,1419,946,285
True,1420,947,286
False,1421,947,287
False,1422,948,288
False,1423,949,289
False,1424,949,290
False,1425,950,291
False,1426,951,292
False,1427,951,293
False,1428,952,294
False,1429,953,295
False,1430,953,296
False,1431,954,297
False,1432,955,298
False,1433,955,299
False,1434,956,300
False,1435,957,301
False,1436,957,302
False,1437,958,303
False,1438,959,304
False,1439,959,305
False,1440,960,306
False,1441,961,307
False,1442,961,308
False,1443,962,309
False,1444,963,310
False,1445,963,311
False,1446,964,312
False,1447,965,313
False,1448,965,314
False,1449,966,315
False,1450,967,316
False,1451,967,317
False,1452,968,318
False,1453,969,319
True,1454,969,320
False,1455,970,321
False,1456,971,322
False,1457,971,323
False,1458,972,324
False,1459,973,325
False,1460,973,326
False,1461,974,327
False,1462,975,328
False,1463,975,329
False,1464,976,330
False,1465,977,331
False,1466,977,332
False,1467,978,333
False,1468,979,334
False,1469,979,335
False,1470,980,336
False,1471,981,337
False,1472,981,338
False,1473,982,339
False,1474,983,340
False,1475,983,341
False,1476,984,342
False,1477,985,343
False,1478,985,344
False,1479,986,345
False,1480,987,346
False,1481,987,347
False,1482,988,348
False,1483,989,349
False,1484,989,350
False,1485,990,351
False,1486,991,352
False,1487,991,353
